ID_CLIENTE;SAFRA_REF;PROBABILIDADE_INADIMPLENCIA
5058298901476893676;2021-07;0.15245128215767245
274692171162531764;2021-07;0.32232680208081627
274692171162531764;2021-07;0.32232680208081627
274692171162531764;2021-07;0.32232680208081627
465309249432033993;2021-07;0.3385256213237014
465309249432033993;2021-07;0.3385256213237014
465309249432033993;2021-07;0.3385256213237014
465309249432033993;2021-07;0.3385256213237014
5883155883105348987;2021-07;0.3122083659356412
5883155883105348987;2021-07;0.3122083659356412
4489904752023469353;2021-07;0.18486901405827502
3355881107559250653;2021-07;0.30829166115575973
3355881107559250653;2021-07;0.305991832313357
3355881107559250653;2021-07;0.31308821220541544
3355881107559250653;2021-07;0.3106400797907682
3355881107559250653;2021-07;0.30759374618869084
3355881107559250653;2021-07;0.305991832313357
3355881107559250653;2021-07;0.305991832313357
6330043096034525408;2021-07;0.4043142022371584
6330043096034525408;2021-07;0.4043142022371584
6964108750473070287;2021-07;0.25980838605909373
6964108750473070287;2021-07;0.2547290661030947
6964108750473070287;2021-07;0.25327123348124253
6964108750473070287;2021-07;0.25980838605909373
6964108750473070287;2021-07;0.25980838605909373
6964108750473070287;2021-07;0.25366032962954976
6964108750473070287;2021-07;0.25366032962954976
6964108750473070287;2021-07;0.25980838605909373
6964108750473070287;2021-07;0.25327123348124253
6964108750473070287;2021-07;0.25980838605909373
6964108750473070287;2021-07;0.25327123348124253
6964108750473070287;2021-07;0.25460888890784455
6964108750473070287;2021-07;0.2547290661030947
6964108750473070287;2021-07;0.25366032962954976
6964108750473070287;2021-07;0.25366032962954976
6964108750473070287;2021-07;0.2547290661030947
4008627434689715639;2021-07;0.4467010639426718
4008627434689715639;2021-07;0.44627973310204594
4008627434689715639;2021-07;0.5705505755217364
5757271354816214865;2021-07;0.3052344315751277
5757271354816214865;2021-07;0.34217579837139467
5757271354816214865;2021-07;0.31433192034720364
5757271354816214865;2021-07;0.3052344315751277
5757271354816214865;2021-07;0.3052344315751277
5757271354816214865;2021-07;0.3167688519665621
5757271354816214865;2021-07;0.3072707170386288
5757271354816214865;2021-07;0.31433192034720364
5757271354816214865;2021-07;0.3160643433707583
5757271354816214865;2021-07;0.3072707170386288
5757271354816214865;2021-07;0.3052344315751277
5757271354816214865;2021-07;0.36148329003676577
5757271354816214865;2021-07;0.3070042779674915
5757271354816214865;2021-07;0.3160643433707583
5757271354816214865;2021-07;0.3160643433707583
8909740532547211288;2021-07;0.29986860401382265
8909740532547211288;2021-07;0.29986860401382265
8909740532547211288;2021-07;0.29202995535542164
4045739494965095560;2021-07;0.211462067992734
4045739494965095560;2021-07;0.211462067992734
4045739494965095560;2021-07;0.19138627358814955
6759864637454708017;2021-07;0.42747352613084927
6759864637454708017;2021-07;0.44934446572644404
6759864637454708017;2021-07;0.43936204834100306
6759864637454708017;2021-07;0.44934446572644404
6759864637454708017;2021-07;0.42747352613084927
6759864637454708017;2021-07;0.44934446572644404
6134696632487351445;2021-07;0.2932352590254493
6134696632487351445;2021-07;0.29891699848674724
6134696632487351445;2021-07;0.2932352590254493
5373371196946859811;2021-07;0.2754272877875705
3095686599956852697;2021-07;0.1345860577000252
3095686599956852697;2021-07;0.13659342011393855
3095686599956852697;2021-07;0.13594389793320638
1616952665234409442;2021-07;0.332358345954474
1616952665234409442;2021-07;0.332358345954474
1088521227159442264;2021-07;0.20653331606532738
1088521227159442264;2021-07;0.23811521328433977
1088521227159442264;2021-07;0.20653331606532738
8529899700094903171;2021-07;0.25918663760224747
8529899700094903171;2021-07;0.30027293590695314
8529899700094903171;2021-07;0.25562048912524465
8529899700094903171;2021-07;0.25562048912524465
8529899700094903171;2021-07;0.2566821496676369
8529899700094903171;2021-07;0.27893062355977294
8529899700094903171;2021-07;0.27893062355977294
499242942549937267;2021-07;0.30802680276400074
499242942549937267;2021-07;0.24749672234654393
499242942549937267;2021-07;0.24749672234654393
499242942549937267;2021-07;0.3309171382678582
499242942549937267;2021-07;0.3309171382678582
499242942549937267;2021-07;0.30802680276400074
499242942549937267;2021-07;0.3309171382678582
499242942549937267;2021-07;0.30802680276400074
499242942549937267;2021-07;0.32031806253533013
5897410907783139228;2021-07;0.2780449289271861
5897410907783139228;2021-07;0.28210867850982163
5897410907783139228;2021-07;0.2743723041865029
5897410907783139228;2021-07;0.2743723041865029
2083323809219952960;2021-07;0.32910374698498807
2083323809219952960;2021-07;0.3468993675553436
2083323809219952960;2021-07;0.3468993675553436
2083323809219952960;2021-07;0.3468993675553436
2083323809219952960;2021-07;0.3292436550876465
2083323809219952960;2021-07;0.32910374698498807
2083323809219952960;2021-07;0.3292436550876465
2083323809219952960;2021-07;0.32910374698498807
2083323809219952960;2021-07;0.3468993675553436
2083323809219952960;2021-07;0.3468993675553436
1953058402621337677;2021-07;0.37694163407547265
1953058402621337677;2021-07;0.20117343385635095
1953058402621337677;2021-07;0.20158317804029116
1953058402621337677;2021-07;0.3541359510878387
3408536439470975134;2021-07;0.23516173276761815
3408536439470975134;2021-07;0.23516173276761815
3408536439470975134;2021-07;0.23516173276761815
3408536439470975134;2021-07;0.23516173276761815
5687511145009775604;2021-07;0.489572073986145
5687511145009775604;2021-07;0.5672922514855234
7485107528960607346;2021-07;0.3259200308831264
7485107528960607346;2021-07;0.31586361745937774
531805620371082364;2021-07;0.36440645224787505
5761480994209806499;2021-07;0.24534962674520905
5761480994209806499;2021-07;0.2533703776935998
5761480994209806499;2021-07;0.2533703776935998
5761480994209806499;2021-07;0.2533703776935998
5761480994209806499;2021-07;0.24534962674520905
5761480994209806499;2021-07;0.2533703776935998
5761480994209806499;2021-07;0.24534962674520905
5761480994209806499;2021-07;0.2533703776935998
5761480994209806499;2021-07;0.23747533356246656
5761480994209806499;2021-07;0.25278459299084083
5761480994209806499;2021-07;0.23821036511449953
5761480994209806499;2021-07;0.24152360891219807
5761480994209806499;2021-07;0.22242710703548643
5761480994209806499;2021-07;0.22242710703548643
5761480994209806499;2021-07;0.2533703776935998
5761480994209806499;2021-07;0.24152360891219807
4762256864594914240;2021-07;0.26385720461003387
8570963260597299378;2021-07;0.16620863360552143
5974858472822751652;2021-07;0.23263397460369117
3421433989501830226;2021-07;0.5263199000498053
4327694790333781288;2021-07;0.18041458242126823
4327694790333781288;2021-07;0.18041458242126823
8173830874846355280;2021-07;0.26784206208375666
8173830874846355280;2021-07;0.26784206208375666
8173830874846355280;2021-07;0.26902603936570907
8173830874846355280;2021-07;0.26902603936570907
8173830874846355280;2021-07;0.26902603936570907
8173830874846355280;2021-07;0.26902603936570907
8173830874846355280;2021-07;0.26784206208375666
8173830874846355280;2021-07;0.2681073179625634
8173830874846355280;2021-07;0.2683990867338025
8173830874846355280;2021-07;0.26784206208375666
2347028805684088098;2021-07;0.15204672348117831
3632378524835692731;2021-07;0.22486245679040676
3632378524835692731;2021-07;0.22486245679040676
3632378524835692731;2021-07;0.22486245679040676
2033394215069562776;2021-07;0.31839227864684877
2033394215069562776;2021-07;0.31839227864684877
2033394215069562776;2021-07;0.31839227864684877
2033394215069562776;2021-07;0.31839227864684877
3285246914299291124;2021-07;0.22204340112073084
3285246914299291124;2021-07;0.1835103711718128
3285246914299291124;2021-07;0.21244068173398706
3285246914299291124;2021-07;0.21244068173398706
2929243640075785940;2021-07;0.2521035315301005
2929243640075785940;2021-07;0.24960396916116567
2929243640075785940;2021-07;0.27165513573136146
2929243640075785940;2021-07;0.24960396916116567
2929243640075785940;2021-07;0.22958533749727553
2407532237672094312;2021-07;0.33920771666984334
2407532237672094312;2021-07;0.34586430889351183
2407532237672094312;2021-07;0.34516733227762836
5635781225931111684;2021-07;0.3062760783820383
5635781225931111684;2021-07;0.30697649300785396
1235244772550233980;2021-07;0.246840218344163
1235244772550233980;2021-07;0.24219632044618628
1235244772550233980;2021-07;0.24431907567716898
4365965554261111250;2021-07;0.31536906389255054
5162636608292907782;2021-07;0.2751411870703207
8248484932270772248;2021-07;0.22081948442259744
924957821424248698;2021-07;0.2821521853639718
924957821424248698;2021-07;0.3132746961534265
924957821424248698;2021-07;0.3132746961534265
6828316696355015040;2021-07;0.2622151286305425
8409181491723988567;2021-07;0.3701319199163535
8409181491723988567;2021-07;0.34536680980829887
8409181491723988567;2021-07;0.25390920161383507
8409181491723988567;2021-07;0.3353668098082989
4532469127306079736;2021-07;0.2882498802029092
7664272163315705419;2021-07;0.3089892394937179
7664272163315705419;2021-07;0.3396248733390511
9206030810342980458;2021-07;0.19806304607060674
9206030810342980458;2021-07;0.19463399473963627
9206030810342980458;2021-07;0.19649173374709952
5810778736737569699;2021-07;0.26831007782064237
5810778736737569699;2021-07;0.2782053168113348
1366416810235233769;2021-07;0.21258665436390484
1366416810235233769;2021-07;0.21258665436390484
1366416810235233769;2021-07;0.2163536191828353
1366416810235233769;2021-07;0.22418387559116743
1366416810235233769;2021-07;0.21258665436390484
1366416810235233769;2021-07;0.21342057494005848
8067924767167570288;2021-07;0.3221999363727871
7908414709866823255;2021-07;0.3552434509335889
7908414709866823255;2021-07;0.35268238530943175
7908414709866823255;2021-07;0.3477351100036438
7908414709866823255;2021-07;0.3477351100036438
8994944800097997361;2021-07;0.2739016624494688
8994944800097997361;2021-07;0.2739016624494688
6950439982480713649;2021-07;0.3242279497593396
6950439982480713649;2021-07;0.3242279497593396
8901696535927078963;2021-07;0.3188842024393848
8901696535927078963;2021-07;0.31342979932837844
8901696535927078963;2021-07;0.3188842024393848
8901696535927078963;2021-07;0.3188842024393848
8901696535927078963;2021-07;0.3231418367699834
8901696535927078963;2021-07;0.3386626893138759
8901696535927078963;2021-07;0.3188842024393848
6204723742351094322;2021-07;0.1237990640883921
3095408468798675621;2021-07;0.24131662448204158
3095408468798675621;2021-07;0.24131662448204158
7722287846688771887;2021-07;0.22386326112827856
312543480920432545;2021-07;0.22734260957716176
312543480920432545;2021-07;0.08950613893737096
312543480920432545;2021-07;0.11075855193636006
6394935036014530592;2021-07;0.19217358275286148
6394935036014530592;2021-07;0.22889889438178038
3281617395243454427;2021-07;0.29401093659202526
1115703227712697214;2021-07;0.23812851735533871
1115703227712697214;2021-07;0.23812851735533871
8185063234515056194;2021-07;0.27107968702206053
8185063234515056194;2021-07;0.29926208782220703
8185063234515056194;2021-07;0.3049093599225479
8185063234515056194;2021-07;0.27107968702206053
8185063234515056194;2021-07;0.30163683293226223
7492389223353246125;2021-07;0.3032750147534847
7492389223353246125;2021-07;0.2721481223229177
